name,cnpj,cep,state,city,address,industry_sector,enterprise_type,user_id
EXTERRAN - São Sebastião do Passe,02.805.820/0018-24,43855-000,BA,São Sebastião do Passé,"RUA DA ESTACAO DE LAMARAO, S/N",O&M,B,70
EXTERRAN - Carmópolis,02.805.820/0045-05,49740-000,SE,Carmópolis,"POLO GAS CARMOPOLIS, S/N",Óleo e Gás (Onshore),A,88
EXTERRAN - Carmópolis,02.805.820/0045-05,49740-000,SE,Carmópolis,"POLO GAS CARMOPOLIS, S/N",Óleo e Gás (Onshore),A,88
F DO CARMO ALVES SERVICOS - EPP,12.134.761/0001-15,07051-001,SP,Guarulhos,"AVENIDA DOUTOR EMILIO RIBAS, 2.987/SALA 8",O&M,B,42
FACILITY CONSTRUÇÕES E MONTAGENS LTDA,03.509.084/0001-81,42850-000,BA,Dias d'Ávila,"RUA BOA ESPERANÇA, 42/1 ANDAR SL 03",Revenda,,66
FACULDADES CATOLICAS,33.555.921/0001-70,22453-900,RJ,Rio de Janeiro,"RUA MARQUES SAO VICENTE, 225",Edifícios e Estruturas,B,74
FARSTAD SHIPPING S/A - SOLSTAD OFFSHORE ASA,02.873.539/0001-80,27915-250,RJ,Macaé,"RUA ABILIO MOREIRA DE MIRANDA, 606",Naval,B,40
FARSTAD SHIPPING S/A - SOLSTAD OFFSHORE ASA,02.873.539/0001-80,27915-250,RJ,Macaé,"RUA ABILIO MOREIRA DE MIRANDA, 606",Naval,B,40
FASA - ELETROMECANICA LTDA - EPP,08.863.068/0001-06,86087-350,PR,Londrina,"RODOVIA CARLOS JOAO STRASS, 700",Outro,C,57
FAST SUPPLIER MARITIMOS LTDA ME,05.752.153/0001-09,40411-120,BA,Salvador,"AVENIDA JEQUITAIA, 107-B",Revenda,B,90
FAST SUPPLIER MARITIMOS LTDA ME,05.752.153/0001-09,40411-120,BA,Salvador,"AVENIDA JEQUITAIA, 107-B",Revenda,B,70
FAURECIA AUTOMOTIVE DO BRASIL LTDA,01.178.298/0010-88,42850-000,BA,Dias d'Ávila,"AVENIDA SEVERINO VIEIRA, S/N",O&M,B,70
FAURECIA AUTOMOTIVE DO BRASIL LTDA,01.178.298/0010-88,42850-000,BA,Dias d'Ávila,"AVENIDA SEVERINO VIEIRA, S/N",O&M,B,70
FAZ MANUTENCAO E SERVICOS LTDA,05.550.030/0001-95,42802-570,BA,Camaçari,"AVENIDA INDUSTRIAL URBANA, S/A/QD J",Revenda,,90
FEMATEC COMERCIO E MANUTENÇÃO TECNICA LTDA,00.648.608/0001-27,03415-000,SP,Sâo Paulo,"RUA ANTURIOS, 126",O&M,B,42
FENIX METAL MECANICA LTDA - ME,16.928.323/0001-80,53437-050,PE,Paulista,"RUA SAO JOAO DE DEUS, 598",O&M,F,46
Ferbasa - Complexo Vale do Jacurici ,,,BA,Andorinha,,mineração,a,90
Ferbasa - Campo Formoso,,,BA,Campo Formoso,,mineração,A,90
FERQUALIT COMERCIO DE FERRAMENTAS LTDA,10.140.161/0001-34,42700-000,BA,Lauro de Freitas,"AV LUIZ TARQUINIO PONTES, 2653",Revenda,B,90
FERQUALIT COMERCIO DE FERRAMENTAS LTDA,10.140.161/0001-34,42700-000,BA,Lauro de Freitas,"AV LUIZ TARQUINIO PONTES, 2653",Revenda,B,70
FERRARI COMERCIO E SERVICOS LTDA ME,13.970.985/0001-20,27923-130,RJ,Macaé,"RUA JOSE CIRIACO JUNIOR, 68/SL 102",Revenda,C,40
FERROUS RESOURCES DO BRASIL,,,MG,Congonhas,,MINERAÇÃO,b,61
FERTILIZANTES TOCANTINS ,05.571.228/0005-89,68447-000,PA,Barcarena,RODOVIA PLANTA PORTO DA RCC S/N - INDUSTRIAL ,Fertilizantes,C,94
FERTIMAR MINERAÇÃO E NAVEGAÇÃO LTDA,07.066.019/0001-80,43813-000,BA,Candeias,"VIA CANDEIAS KM 06 CIA NORTE, S/N",mineração,B,70
FERTIMAR MINERAÇÃO E NAVEGAÇÃO LTDA,07.066.019/0001-80,43813-000,BA,Candeias,"VIA CANDEIAS KM 06 CIA NORTE, S/N",mineração,B,70
Fertipar - Porto Alegre,,,RS,Porto Alegre,,Fertilizantes,,71
Fertipar - Rio Grande,,,RS,Rio Grande,,Fertilizantes,,71
Fertipar - Campinas ,,,SP,,,Fertilizantes,,50
Fertipar - Campo Limpo Paulista ,,,SP,,,Fertilizantes,,50
Fertipar - Canitar ,,,SP,,,Fertilizantes,,50
Fertipar - Catalão ,,,GO,Catalão,,fertilizantes,b,96
Fertipar - Curitiba ,,,PR,Curitiba,,Fertilizantes,B,57
Fertipar - Dourados ,,,MS,Dourados,,Fertilizantes,C,64
Fertipar - Mafra ,,,SC,Mafra,,Fertilizantes,B,57
Fertipar - Martins Soares ,,,MG,Martins Soares,,Fertilizantes,b,58
Fertipar - Paranaguá ,,,PR,Paranaguá,,Fertilizantes,B,57
Fertipar - Rondonópolis ,,,MT,Rondonópolis,,Fertilizantes,A,75
Fertipar - São Luiz ,,,MA,São Luís,,Fertilizantes,b,90
Fertipar - Serra ,,,ES,,,Fertilizantes,B,49
Fertipar - Uberaba ,,,MG,Uberaba,,Fertilizantes,b,59 
Fertipar - Varginha ,,,MG,Varginha,,Fertilizantes,b,61
Fertipar - Vilhena ,,,ro,Vilhena,,Fertilizantes,a,90
FEZER INDUSTRIA MECANICA S/A,83.056.960/0001-09,89500-000,SC,Caçador,"RUA GERHARD FEZER, 865",O&M,C,57
FF PEREIRA PRODUTOS INDUSTRIAIS LTDA,07.966.521/0001-47,24800-000,RJ,Itaboraí,"AV 22 DE MAIO, 3934/LOJA 6",Revenda,C,48
FIAT,,,MG,Betim,,Automotiva,c,61
FIBRARESIST CELULOSE ECO FRIENDLY LTDA,17.324.230/0001-09,18686-800,SP,Lençóis Paulista,"RUA JOSE BRANDI, 459",Papel e Celulose,A,51
FIBRIA CELULOSE - Aracruz,60.643.228/0471-95,29197-900,ES,Aracruz,"ROD ARACRUZ-BARRA DO RIACHO,KM 25, S/N",Papel e Celulose,A+,49
FIBRIA CELULOSE - Três Lagoas ll,60.643.228/0615-03,79601-970,MS,Três Lagoas,"ROD BR 158, KM298, S/N",PAPEL E CELULOSE,F,60
FIBRIA CELULOSE - Três Lagoas l,36.785.418/0015-02,79601-970,MS,Três Lagoas,"ROD BR 158 KM 298, S/N/ESQ KM 06",PAPEL E CELULOSE,F,60
FICAMP S/A INDUSTRIA TEXTIL,12.941.720/0001-30,58320-000,PB,Alhandra,"RUA MANOEL CESAR DE MELO, 99",Têxtil,,55
FILLIPE CAVALCANTI RIBEIRO LIMA ME,09.110.078/0001-33,68170-000,PA,Juruti,"TRAV MAJOR PINTO E SILVA, 221/A",Revenda,C,94
FLAMA ENGENHARIA SERVICOS TECNICOS E OBRAS LTDA,56.208.218/0001-90,13082-010,SP,Campinas,"RUA GUSTAVO STUART, 853",O&M,B,104
FLEXNGATE BRASIL INDUSTRIAL LTDA,04.259.490/0002-87,42810-900,BA,Camaçari,"AV HENRRY FORD, 2000",O&M,B,70
FLEXOMARINE S/A,02.746.406/0001-43,02114-000,SP,Sâo Paulo,"RUA DIAS DA SILVA, 17",Óleo e Gás (Offshore),A,42
FM COMERCIO DE EQUIPAMENTOS EIRELI - EPP,22.580.319/0001-76,20785-230,RJ,Rio de Janeiro,"RUA MENDES DA SILVA, 31/APT 101 FUNDOS",Revenda,C,90
FMC TECHNOLOGIES DO BRASIL LTDA,48.122.295/0026-53,27970-020,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, 5421",Óleo e Gás (Offshore),A,48
FMX COMERCIO DE VEDACOES EIRELI - ME,11.370.064/0001-09,14025-080,SP,Ribeirão Preto,"AVENIDA CARAMURU, 505",Revenda,C,51
FOKAR MATERIAIS ELÉTRICOS LTDA,24.571.509/0001-52,31035-572,MG,Belo Horizonte,,Revenda,c,61
FONTE NOVA NEGOCIOS E PARTICIPACOES S.A.,08.906.994/0001-11,40050-565,BA,Salvador,"LADEIRA DA FONTE DAS PEDRAS, S/N",Edifícios e Estruturas,B,70
FORMILINE INDUSTRIA DE LAMINADOS LTDA,55.183.248/0010-18,08694-000,SP,Suzano,"RUA PORTAO DO HONDA, 120",Papel e Celulose,B,42
FORMITEX CAMACARI INDUSTRIA E COMERCIO LTDA,20.070.999/0001-52,42810-280,BA,Camaçari,"RUA HIDROGENIO, 3076",Química,B,70
FORTLEV NORDESTE INDUSTRIA E COMERCIO DE PLASTICOS LTDA,10.921.911/0001-05,42810-420,BA,Camaçari,"VIA AXIAL, S/N",O&M,,70
FPSO Cidade de Vitoria,,,ES,,,Óleo e Gás (Offshore),,49
FPSO Frade,,,RJ,,,Óleo e Gás (Offshore),,74
FPSO POLVO A,,,RJ,,,Óleo e Gás (Offshore),,74
FRAGATA INDEPENDENCIA,00.394.502/0293-98,24355-090,RJ,Niterói,"Ilha de Mocanguê - S/N, S/N",Naval,A,89
FRIMESA COOPERATIVA CENTRAL,77.595.395/0002-28,85884-000,PR,Medianeira,"RUA BAHIA, 159",Alimentos e Bebidas,C,57
FTS COMERCIO E SERVICOS TECNICOS ESPECIALIZADOS LTDA,15.437.667/0001-23,09271-020,SP,Santo André,"RUA LIGURIA, 375",O&M,B,42
FUGRO BRASIL- SERVICOS SUBMARINOS E LEVANTAMENTOS LTDA,03.595.293/0001-95,28890-000,RJ,Rio das Ostras,"RUA DO GEOLOGO, 76",Óleo e Gás (Offshore),A,40
"FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TECNOLO",72.060.999/0001-75,21841-594,RJ,Rio de Janeiro,"AV MONIZ ARAGAO, 360/BLOCO I - CGTEC",Edifícios e Estruturas,B,74
FUNDAÇÃO EUCLIDES DA CUNHA,03.438.229/0001-09,24220-001,RJ,Niterói,"RUA MIGUEL DE FRIAS, 123",Edifícios e Estruturas,B,74
Furna Capitolio,,,MG,Capitólio,,Energia (Hidro),a,61
FURNAS CENTRAIS ELETRICAS - Foz,23.274.194/0089-50,85870-650,PR,Foz do Iguaçu,"AV. TARQUINIO JOSLIN DOS SANTOS, 3555",Energia (Hidro),A,57
FURNAS CENTRAIS ELÉTRICAS - Brasília,23.274.194/0007-04,72315-900,DF,BRASILIA,"QN 214, AREA ESPECIAL 1, S/N",Energia (Hidro),a,65
FURNAS CENTRAIS ELETRICAS - RJ,23.274.194/0001-19,22281-900,RJ,Rio de Janeiro,"RUA REAL GRANDEZA, 219",Energia (Outros),A,48
FURNAS CENTRAIS ELETRICAS - Serra,23.274.194/0060-79,29162-017,ES,Serra,"AVENIDA DIDO FONTES, 2355/DISTRITO",Energia (Outros),A,49
FURNAS-CENTRAIS ELETRICAS - BH,23.274.194/0004-61,30140-001,MG,Belo Horizonte,,Energia (Hidro),a,61
FUSAO OFFSHORE COMERCIO DE MANGUEIRAS E SERVICOS LTDA,08.677.926/0001-28,27930-070,RJ,Macaé,"AV. PREFEITO ARISTEU FERREIRA DA SILVA, 1888",Óleo e Gás (Offshore),A,40
FUSAO OFFSHORE COMERCIO DE MANGUEIRAS E SERVICOS LTDA,08.677.926/0001-28,27930-070,RJ,Macaé,"AV. PREFEITO ARISTEU FERREIRA DA SILVA, 1888",Óleo e Gás (Offshore),A,40
G E MANUTENCAO E SERVICOS LTDA - ME,01.104.740/0001-30,42807-180,BA,Camaçari,"RUA DA ARGILA, LOT. PARQUE SAO JORGE, S/N/LOTE 07 QD 10",O&M,,70
G&E FABRICA DE MOTORES,,,PE,,,O&M,,46
G&E MANUTENCAO E SERVICOS LTDA,01.104.740/0003-00,59598-000,RN,Guamaré,"ROD RN 401, KM 10 - SITIO SAO LUIZ, S/N",O&M,F,47
GAIL GUARULHOS IND. E COM. LTDA,62.708.862/0001-20,07044-000,SP,Guarulhos,"RUA CAVADAS, 988",O&M,B,42
GALVANI INDUSTRIA COMERCIO E SERVICOS S/A,00.546.997/0004-22,47850-000,BA,Luís Eduardo Magalhães,"AV LUIS EDUARDO MAGALHAES, 2071",Fertilizantes,B,70
GALVÃO ENGENHARIA LTDA,01.340.937/0011-40,20030-041,RJ,Rio de Janeiro,"RUA SANTA LUZIA, 651/33º ANDAR",Projetos e Engenharia,A,74
GAMAFIRE SOLUÇÕES CONTRA INCÊNDIO LTDA,65.660.532/0001-09,05043-000,SP,Sâo Paulo,"RUA CLAUDIO, 300",O&M,B,42
GAMESA RN - SEDE,,,RN,Guamaré,E,Energia (Éolica),A+,47
GAMESA EOLICA BRASIL LTDA,69.119.386/0034-10,64585-000,PI,Simões,"FAZ DE MATRICULA 5017, S/N/SERRA ARARIPE",Energia (Outros),,90
GARANHUNS ENERGIA (PCH),,,PE,,,Energia (Hidro),,46
GAUGE,00.819.295/0003-94,42700-000,BA,Lauro de Freitas,"RUA MOISES DE ARAUJO, 55",O&M,,70
GAUSS INSPEÇÕES LTDA,14.261.353/0001-50,42700-000,BA,Lauro de Freitas,"R. ANDRE LUIS RIBEIRO DA FONTE, 599/SALA  314",O&M,B,70
GDK S/A,34.152.199/0001-95,59150-000,RN,Parnamirim,"RUA SAO BERNARDO, 35",O&M,F,47
GE OIL E GAS DO BRASIL LTDA,05.635.291/0012-60,24050-350,RJ,Niterói,"PRACA ALCIDES PEREIRA, 01",Óleo e Gás (Offshore),A,48
GEL DIVISAO ELETRICA LTDA - EPP,00.106.941/0001-04,43700-000,BA,Simões Filho,"ROD BR 324, KM 18, LOTE 809, 809/810",O&M,B,70
GELMAR SERVICOS ADMINISTRATIVOS E LOGISTICOS LTDA,05.626.142/0001-82,28990-972,RJ,Rio de Janeiro,"EST VELHA DE JACONE, 1/BR 118",Óleo e Gás (Offshore),B,48
GENOVA SISTEMA DE AUTOMACAO E IMPORTACAO E EXPORTACAO LTDA,02.120.610/0001-54,04702-000,SP,Sâo Paulo,"AVENIDA SANTO AMARO, 4644/LOJA 1",Revenda,C,42
GEO STRAUSS ENGENHARIA DE FUNDAÇÕES DA AMAZONIA LTDA,09.140.647/0001-93,69041-010,AM,Manaus,"AV DO TURISMO, 381",Projetos e Engenharia,,56
GEOVANE AZEVEDO E SILVA - EPP,10.977.360/0001-00,43700-000,BA,Simões Filho,"AVENIDA WASHINGTON LUIS, 2150",O&M,B,70
GERACRED PROMOTORA DE SERVIÇOS LTDA - EPP,13.176.688/0001-07,57020-340,AL,Maceió,"RUA BARAO DE PENEDO, 338",O&M,F,78
GERAL-TEC INSTALAÇÃO E MANUTENÇÃO ELETRICA EIRELI - ME,03.244.450/0001-18,44135-000,BA,Feira de Santana,"AV DEPUTADO LUIZ EDUARDO MAGALHAES, 9998",O&M,B,70
GERAL-TEC INSTALAÇÃO E MANUTENÇÃO ELETRICA EIRELI - ME,03.244.450/0001-18,44135-000,BA,Feira de Santana,"AV DEPUTADO LUIZ EDUARDO MAGALHAES, 9998",O&M,B,70
GERDAU AÇOMINAS S/A,17.227.422/0001-05,36420-000,MG,Ouro Branco,"RODOVIA MG 443, S/N/KM 7",siderurgia,A+,58
Gerdau Aços Especiais - Mogi das Cruzes,,,SP,,,Siderurgia,A,50
Gerdau Aços Especiais - Pindamonhangaba,,,SP,,,Siderurgia,A+,50
Gerdau Aços Especiais - Piratini ,,,SP,,,Siderurgia,A,50
Gerdau Aços Longos - Araucária,,,PR,Araucária,,Siderurgia,A,57
Gerdau Aços Longos - Araçariguama,,,SP,,,Siderurgia,A,50
Gerdau Aços Longos - Divinópolis,,,MG,Divinópolis,,siderurgia,a,61
Gerdau Aços Longos - Sapucaia do Sul,,,SP,,,Siderurgia,A,50
GERDAU ACOS LONGOS - Barão de Cocais,07.358.761/0016-45,35970-000,MG,Barão de Cocais,"AVENIDA GETULIO VARGAS, 1555",siderurgia,A+,58
GERDAU ACOS LONGOS - São José dos Campos,07.358.761/0045-80,12238-300,SP,São José dos Campos,"PRACA CARIRI, 303",Siderurgia,A,50
GERDAU ACOS LONGOS - Simões Filho,07.358.761/0005-92,43700-000,BA,Simões Filho,"RODOVIA 324, S/N/KM 16",Siderurgia,B,70
Gerdau Aços Longos - Araçariguama,07.358.761/0041-56,18147-000,SP,Araçariguama,"RODOVIA PRESIDENTE CASTELO BRANCO, S/N/KM 52",Siderurgia,A,42
GERDAU AÇOS LONGOS - RJ,07.358.761/0001-69,23560-900,RJ,Rio de Janeiro,"AV JOÃO XXIII, 6777",Metalurgia,A+,48
GERDAU ACOS LONGOS - Maracanaú,07.358.761/0013-00,61939-120,CE,Maracanaú,"AVENIDA PARQUE OESTE, 1400",siderurgia,F,95
GF INDUSTRIA METALURGICA LTDA - ME,20.056.622/0001-49,78110-677,MT,Várzea Grande,"AVENIDA ULISSES POMPEU DE CAMPOS, 1475",siderurgia,,75
"GICS INDUSTRIA, COMERCIO E SERVICOS S.A.",00.546.997/0001-80,13148-908,SP,Paulínia,"AV. PROF. BENEDICTO MONTENEGRO, 1300",Fertilizantes,A+,104
GISLENE PIGNATARI OLIVEIRA – ME,14.682.980/0001-64,07130-000,SP,Guarulhos,"AVENIDA BRIGADEIRO FARIA LIMA, 554/SALA 05",Revenda,C,42
GLOBAL ENERGIA ELETRICA S/A,36.948.016/0002-59,78360-000,MT,Campo Novo do Parecis,"ESTRADA ENTRE RIOS KM 60, S/N",ENERGIA (Hidro),,75
GLOBAL TROCADORES DE CALOR LTDA,17.042.733/0001-91,09111-000,SP,Santo André,"AVENIDA CAPUAVA, 288",O&M,B,42
GLOBO SHIP SUPPLIERS & SERVICE LTDA - ME,07.849.376/0001-14,29110-255,ES,Vila Velha,"RUA RODOLFO VALDETARIO, 103/SALA 2",Revenda,C,49
GM E C LOGISTICA E TRANSPORTES LTDA ME,05.034.679/0005-87,40010-030,BA,Salvador,"RUA DA BELGICA, 10/ED D JOAO VI",O&M,B,90
GM E C LOGISTICA E TRANSPORTES LTDA ME,05.034.679/0005-87,40010-030,BA,Salvador,"RUA DA BELGICA, 10/ED D JOAO VI",O&M,B,70
GNR FORTALEZA VALORIZAÇÃO DE BIOGAS LTDA,20.287.659/0001-88,61663-015,CE,Caucaia,"ROD BR-020, KM 14, SETOR D, S/N",Energia (Outros),F,95
GON PETRO COMERCIAL LTDA,32.150.187/0001-04,27930-070,RJ,Macaé,"AVENIDA PREFEITO ARISTEU FERREIRA DA SIL, 1270",REVENDA,C,40
GOPOWER AIR LOCACAO DE EQUIPAMENTOS INDUSTRIAIS LTDA,08.945.459/0002-50,69054-719,AM,Manaus,"RUA ALBANO MELO, 139/LOTE 22 E 24",Revenda,,56
GPA GERENCIAMENTO E PROJETOS LTDA,11.175.931/0001-47,99700-000,RS,Erechim,"RUA HENRIQUE SCHWERING, 766/SALA 01",O&M,F,71
GRAMME METROLOGIA E QUALIDADE INDUSTRIAL LTDA - ME,17.970.729/0001-93,74533-260,GO,Goiânia,"RUA 240, 91/QD 58, LT 11",Revenda,B,65
GRANBIO,,,AL,,,Açúcar e alcool,,78
GRANEL QUÍMICA - Corumbá,,,MS,Corumbá,,Agrícola,C,64
GRANEL QUIMICA - São Luís l,44.983.435/0003-30,65085-370,MA,São Luís,"PORTO DO ITAQUI, S/N",Óleo e Gás (Transporte e Tancagem),B,54
GRANEL QUIMICA - São Luís ll,44.983.435/0010-60,65085-380,MA,São Luís,"RETORNO DO ITAQUI, S/N",Óleo e Gás (Transporte e Tancagem),B,54
Granha Ligas,,,MS,Corumbá,,mineração,C,64
GRANOL ANAPOLIS,,,go,Anápolis,,mineração,,90
GRUPAMENTO DE NAVIOS HIDROCEANOGRAFICOS,00.394.502/0453-26,24048-900,RJ,Niterói,"R BARAO DE JACEGUAY, S/N",Naval,B,89
GRUPO AEGEA,,,PI,Teresina,,Saneamento,B,54
GRUPO PERNAMB DE MAN IND LOC DE EQUIP E CONST CIVIL LTDA,02.004.487/0001-06,42800-030,BA,Camaçari,"RUA SANTA BERNADETE, 18",O&M,,41
GTRES SERVICOS DE CONSTRUCOES E INSTALACOES LTDA,18.678.216/0001-76,50050-540,PE,Recife,"AVENIDA VISCONDE DE SUASSUNA, 966",Edifícios e Estruturas,C,46
GUARANTA ENERGETICA S.A,03.794.552/0001-07,78042-515,MT,Cuiabá,"AV JOAQUIM LOUZADA, 3015",ENERGIA (Hidro),,75
GUASCOR DO BRASIL - Belém,01.676.897/0002-11,66087-320,PA,Belém,"AVENIDA MARQUES DE HERVAL, 2149",Energia (Outros),C,94
GUASCOR DO BRASIL - Rio Branco,01.676.897/0004-83,69909-360,AC,Rio Branco,"RUA SILVESTRE COELHO, 465",Energia (Outros),,90
GUIMARAES E FERREIRA LTDA,07.334.004/0001-55,68925-000,AP,Santana,"AVENIDA PRINCESA IZABEL, 1316",Revenda,C,94
H & H COMERCIAL OFFSHORE LTDA ME,24.281.528/0001-44,28925-190,RJ,Cabo Frio,"ALM BOSQUE DO GARGOA, S/N/LT 3, QD 2",Revenda,C,74
H L COMERCIO E SOLUCOES LTDA ME,22.168.247/0001-54,28860-000,RJ,Casimiro de Abreu,"RUA PADRE ANCHIETA, 697",Revenda,C,74
H. S. DE ABREU - ME,07.506.318/0001-98,69053-140,AM,Manaus,"RUA JOAO VALERIO, 755/QD 51, SL C",Consultor,,56
HAARSLEV INDUSTRIES LTDA,04.011.353/0001-48,81460-050,PR,Curitiba,"RUA CYRO CORREIA PEREIRA, 3210",O&M,C,57
HALLIBURTON SERVIÇOS LTDA,29.504.214/0004-20,48110-000,BA,Catu,"RUA JOSÉ VISCO, S/N",O&M,,90
HALOQUIMICA INDUSTRIA E COMERCIO LTDA,57.934.812/0001-21,03316-110,SP,Sâo Paulo,"PRAÇA TOMAS GALHARDO, 2",Química,B,42
HARRIS PYE BRASIL LTDA,04.239.291/0001-26,27930-260,RJ,Macaé,"RUA ACADEMICO PAULO CESAR VASCONCELOS, 780",Óleo e Gás (Offshore),A,40
HAVER & BOECKER LATINOAMERICANA MAQUINAS LIMITADA,44.000.941/0001-09,13190-000,SP,Monte Mor,"ROD. CAMPINAS - MONTE MOR, KM 20, S/N",O&M,B,104
HAVER & BOECKER MANUTENCAO E SERVICOS LTDA,07.452.894/0001-08,33600-000,MG,Pedro Leopoldo,,Projetos e Engenharia,c,61
Heftos Óleo e Gás Construções S.A,34.125.700/0001-24,27963-844,RJ,Macaé,"Rua José Recoder, 315 - Parque Aeroporto, ",EPC,B,73
HEINEKEN - Caxias,,,MA,Caxias,,Alimentos e Bebidas,B,54
HEINEKEN - SEDE,,,SP,,,Alimentos e Bebidas,a+,50
HEINEKEN - Benevides,02.864.417/0023-33,68795-000,PA,Benevides,"BR-316, s/n",Alimentos e Bebidas,B,94
Heineken - Feira de Santana,,,BA,Feira de Santana,,Alimentos e Bebidas,A,70
HELOISIO ANTONIO SILVA CALDEIRA-ME,18.260.772/0001-28,75830-000,GO,Mineiros,"RUA 15, 93",Revenda,B,65
Herculano Mineração,,,MG,Itabirito,,Mineração,b,61
Heringer ,,,RS,Rio Grande,,Fertilizantes,,71
Heringer - Bebedouro ,,,SP,,,,A,50
Heringer - Catalão ,,,GO,Catalão,,fertilizantes,b,96
Heringer - Iguatama ,,,MG,Iguatama,,Fertilizantes,b,61
Heringer - Manhuaçu ,,,MG,Manhuaçu,,Fertilizantes,b,58
Heringer - Ourinhos ,,,SP,,,,A,50
Heringer - Paranaguá ,,,PR,Paranaguá,,Fertilizantes,B,57
Heringer - Patos de Minas ,,,MG,Patos de Minas,,Fertilizantes,b,61
Heringer - Paulínia II ,,,SP,,,,A,50
Heringer - Paulínia ,,,SP,,,,A,50
Heringer - Rio Verde ,,,GO,Catalão,,fertilizantes,b,65
Heringer - Rondonópolis ,,,MT,Rondonópolis,,FERTILIZANTES,A,75
Heringer - São João do Manhuaçu ,,,MG,São João do Manhuaçu,,Fertilizantes,b,58
Heringer - Três Corações ,,,MG,Três Corações,,Fertilizantes,b,61
Heringer - Uberaba ,,,MG,Uberaba,,Fertilizantes,b,59 
Heringer - Viana ,,,ES,,,Fertilizantes,B,49
HERMASA NAVEGACAO - Porto Velho,84.590.892/0003-80,76801-370,RO,Porto Velho,"RUA TERMINAL DOS MILAGRES, 400",Naval,A+,90
HERMASA NAVEGAÇÃO - Itacoatiara,84.590.892/0002-07,69100-000,AM,Itacoatiara,"ESTRADA DAS INDUSTRIAS, KM 7,5, S/N",Naval,A+,56
HERRENKECHT DO BRASIL MAQ E EQUIP LTDA,07.131.649/0002-71,48110-000,BA,Catu,"EST VELHA DE CATU A BELA FLOR, S/N",O&M,,66
HG PERFURACOES LTDA,04.123.924/0001-36,48110-000,BA,Catu,"RUA GERSON COSTA, 6",O&M,,66
HIDRALPRESS HIDRAULICOS E PNEUMATICOS LTDA EPP,05.697.773/0001-92,27212-090,RJ,Volta Redonda,"RUA CUBA, 175/185",O&M,A,90
HIDRO QUIMICA SERVIÇOS ESPECIALIZADOS LTDA,13.433.289/0001-84,43700-000,BA,Simões Filho,"RODOVIA BA 093, S/N",Química,,41
HIDRODEX - ENGENHARIA E PERFURACAO LTDA,03.393.074/0002-04,17400-000,SP,Garça,"RUA IRMA VALENTINA CANTON, 46",Mineração,B,50
HIDROGEO PERFURACOES LTDA,87.972.063/0001-98,92420-030,RS,Canoas,"RUA BERTO CIRIO, 979",O&M,C,71
HIDROMAR INDUSTRIA QUIMICA LTDA,46.481.156/0001-32,11573-906,SP,Cubatão,"RODOVIA CONEGO DOMENICO RANGONI, S/N",Química,A,68
HIDROVER OLEDINAMICA IND. E COM. LTDA,88.818.125/0001-74,95034-500,RS,Caxias do Sul,"AVENIDA ROSSETTI, 490",Automotiva,C,71
HIDROVIAS DO BRASIL S/A,12.648.327/0001-53,68445-000,PA,Barcarena,"AV. VERDE E BRANCO, S/N - ITUPANEMA",Naval,B,94
HINDALCO DO BRASIL IND E COM ALUMINA LTDA,17.720.994/0001-13,35400-000,MG,Ouro Preto,"AV AMERICO RENE GIANNETTI, S/N",siderurgia,b,58
Heineken - Alagoinhas,50.221.019/0057-90,48010-970,BA,Alagoinhas,"RODOVIA BR 101, S/N",Alimentos e Bebidas,A,70
Heineken - Alagoinhas,50.221.019/0057-90,48010-970,BA,Alagoinhas,"RODOVIA BR 101, S/N",Alimentos e Bebidas,A,70
Heineken - Alexânia,50.221.019/0013-70,72930-000,GO,Alexânia,"ROD BR 060, S/N/KM 22",Alimentos e Bebidas,B,65
Heineken - Recife,50.221.019/0054-48,52490-005,PE,Recife,"ESTRADA DA MUMBECA, 450",Alimentos e Bebidas,A,46
HOLCIM (BRASIL) S.A.,60.869.336/0081-00,36212-000,MG,Barroso,,cimenteira,a,61
HOSPITAL SAO RAFAEL,27.372.066/0001-69,41253-190,BA,Salvador,"AVENIDA SAO RAFAEL, 2152",Edifícios e Estruturas,B,70
HPA SERVICOS LOTERICOS LTDA,84.515.303/0001-37,69053-140,AM,Manaus,"RUA JOAO VALERIO, 755/SALA A",Consultor,,56
HPARK ESTACIONAMENTO E LAVA RÁPIDO LTDA-ME,05.035.281/0001-31,14010-090,SP,Ribeirão Preto,"RUA TIBIRICA, 772",Revenda,C,51
HYDRA ALPHARD MANUTENCAO INDUSTRIAL EIRELI EPP,07.751.735/0001-04,28890-001,RJ,Rio das Ostras,"AV ZEN, S/N/QD C LT 25",Óleo e Gás (Offshore),A,40
HYDRASUN REMAQ INDUSTRIA E COMERCIO LTDA,28.949.428/0001-02,27973-030,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, S/N/KM 177,5",REVENDA,C,40
HYDROCOM COMERCIO DE EQUIPAMENTOS ELETROMECANICOS LTDA,10.250.943/0001-26,13148-370,SP,Paulínia,"RUA ANTONIO OLIMPIO DE MORAIS, 370",O&M,B,104
I9 ENGENHARIA EIRELI,10.646.366/0001-96,83420-000,PR,Quatro Barras,"RUA PEDRO CAMBIO CORTIANO, 1022/TERREO PE 183 1",Outro,C,57
